key_resp_beginning.keys,key_resp_beginning.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_instr_behavior.keys,key_resp_instr_behavior.rt,key_resp_instr_scales.keys,key_resp_instr_scales.rt,key_resp_Instr_SHAPS.keys,key_resp_Instr_SHAPS.rt,key_resp_SHAPS_test.keys,trials_SHAPS.thisRepN,trials_SHAPS.thisTrialN,trials_SHAPS.thisN,trials_SHAPS.thisIndex,trials_SHAPS.ran,statement_SHAPS,control_SHAPS,Item_nr_SHAPS,SHAPSLoop.thisRepN,SHAPSLoop.thisTrialN,SHAPSLoop.thisN,SHAPSLoop.thisIndex,SHAPSLoop.ran,OrderofScales.thisRepN,OrderofScales.thisTrialN,OrderofScales.thisN,OrderofScales.thisIndex,OrderofScales.ran,nRepsPANAS,nRepsBDI,nRepsSHAPS,nRepsSTAI,key_resp.keys,key_resp.rt,key_resp_instr_STAI_state_2.keys,key_resp_instr_STAI_state_2.rt,key_resp_STAI_state_test.keys,key_resp_STAI_state_test.rt,trials_STAI_state.thisRepN,trials_STAI_state.thisTrialN,trials_STAI_state.thisN,trials_STAI_state.thisIndex,trials_STAI_state.ran,text_STAI_state,control_STAI_state,Item_nr_STAI_state,rescore_STAI_state,key_resp_STAI_2.keys,key_resp_STAI_2.rt,key_resp_STAI_trait_test.keys,key_resp_STAI_trait_test.rt,trials_STAI_trait.thisRepN,trials_STAI_trait.thisTrialN,trials_STAI_trait.thisN,trials_STAI_trait.thisIndex,trials_STAI_trait.ran,text_STAI_trait,control_STAI_trait,Item_nr_STAI_trait,rescore_STAI_trait,STAILoop.thisRepN,STAILoop.thisTrialN,STAILoop.thisN,STAILoop.thisIndex,STAILoop.ran,key_resp_PANAS_1.keys,key_resp_PANAS_1.rt,key_resp_PANAS_test.keys,key_resp_PANAS_test.rt,trials_PANAS.thisRepN,trials_PANAS.thisTrialN,trials_PANAS.thisN,trials_PANAS.thisIndex,trials_PANAS.ran,adjective,posneg,panasnum,PANASLoop.thisRepN,PANASLoop.thisTrialN,PANASLoop.thisN,PANASLoop.thisIndex,PANASLoop.ran,key_resp_BDI_1.keys,key_resp_BDI_1.rt,key_resp_BDI_2.keys,key_resp_BDI_2.rt,key_resp_BDI_trials.keys,key_resp_BDI_trials.rt,trials_BDI.thisRepN,trials_BDI.thisTrialN,trials_BDI.thisN,trials_BDI.thisIndex,trials_BDI.ran,Title_BDI,statement_1_BDI,statement_2_BDI,statement_3_BDI,statement_4_BDI,BDILoop.thisRepN,BDILoop.thisTrialN,BDILoop.thisN,BDILoop.thisIndex,BDILoop.ran,key_resp_instr_Social_media_scale.keys,key_resp_instr_Social_media_scale.rt,key_resp_Social_media_scale_test.keys,key_resp_Social_media_scale_test.rt,Social_media_loop.thisRepN,Social_media_loop.thisTrialN,Social_media_loop.thisN,Social_media_loop.thisIndex,Social_media_loop.ran,Social_media_statement,Item_nr,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_2.keys,key_resp_instr_2.rt,key_resp_instr_3.keys,key_resp_instr_3.rt,key_resp_instr_4.keys,key_resp_instr_4.rt,key_resp_instr_5.keys,key_resp_instr_5.rt,key_resp_instr_6.keys,key_resp_instr_6.rt,key_resp_instr_7.keys,key_resp_instr_7.rt,key_resp_instr_8.keys,key_resp_instr_8.rt,key_resp_instr_9.keys,key_resp_instr_9.rt,key_resp_instr_practice.keys,key_resp_instr_practice.rt,key_resp_trial.keys,key_resp_trial.corr,key_resp_repeat_practice.keys,key_resp_end_experiment.keys,Practice_A.thisRepN,Practice_A.thisTrialN,Practice_A.thisN,Practice_A.thisIndex,Practice_A.ran,Trial_nr,Block_nr,Block_cond,Symbol_left,Symbol_right,Highlighted,Outcome,corrAns,Image,Trial_within_block,Trial_cond,Block_value,key_ass,answer_left,answer_right,key_resp_trial.rt,key_resp_repeat_practice.rt,key_resp_instr_main_a.keys,key_resp_instr_main_a.rt,key_resp_pause.keys,Main_A.thisRepN,Main_A.thisTrialN,Main_A.thisN,Main_A.thisIndex,Main_A.ran,key_resp_pause.rt,Group_A.thisRepN,Group_A.thisTrialN,Group_A.thisN,Group_A.thisIndex,Group_A.ran,key_resp_memory.keys,key_resp_memory.rt,key_resp_memory_trials.keys,key_resp_memory_trials.rt,memory_loop.thisRepN,memory_loop.thisTrialN,memory_loop.thisN,memory_loop.thisIndex,memory_loop.ran,Memory_cond,Phase,key_resp_end.keys,key_resp_end.rt
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Spoons_MeasuringAttached.jpg,,,,,,,,,,,,,,,,,,,,,,,,,2,3.156,0,103,103,222,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Phone_Public.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,3.7869,0,104,104,14,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Sphinx.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,1.5591,0,105,105,220,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Shirt_Tshirt.jpg,,,,,,,,,,,,,,,,,,,,,,,,,5,1.3551,0,106,106,118,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Dog_SaintBernard.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,1.9587,0,107,107,80,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Shed.jpg,,,,,,,,,,,,,,,,,,,,,,,,,5,1.557,0,108,108,215,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Heater_ElectricPortable.jpg,,,,,,,,,,,,,,,,,,,,,,,,,4,3.3079,0,109,109,178,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Cannon.jpg,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0894,0,110,110,151,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/MouthGuard.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,6.6525,0,111,111,197,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/PaperCutter.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,3.4544,0,112,112,203,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/SiloGrain.jpg,,,,,,,,,,,,,,,,,,,,,,,,,6,1.262,0,113,113,42,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Car_Buggy.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,3.6091,0,114,114,152,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Inukshuk.jpg,,,,,,,,,,,,,,,,,,,,,,,,,6,1.1246,0,115,115,2,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Bird_Pelican.jpg,,,,,,,,,,,,,,,,,,,,,,,,,6,0.7524,0,116,116,126,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Stingray.jpg,,,,,,,,,,,,,,,,,,,,,,,,,4,2.2409,0,117,117,125,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Clip_Paper.jpg,,,,,,,,,,,,,,,,,,,,,,,,,2,2.5783,0,118,118,160,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Toy_Boat.jpg,,,,,,,,,,,,,,,,,,,,,,,,,4,4.912,0,119,119,17,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Outhouse.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,1.5748,0,120,120,201,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Puzzle_Piece.jpg,,,,,,,,,,,,,,,,,,,,,,,,,2,1.2753,0,121,121,211,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/RollerCoaster.jpg,,,,,,,,,,,,,,,,,,,,,,,,,2,0.995,0,122,122,213,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/LampPost_WhiteOrnate.jpg,,,,,,,,,,,,,,,,,,,,,,,,,4,2.6201,0,123,123,44,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Toy_MerryGoRound.jpg,,,,,,,,,,,,,,,,,,,,,,,,,6,1.3642,0,124,124,117,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/JuiceBox.jpg,,,,,,,,,,,,,,,,,,,,,,,,,2,2.2451,0,125,125,184,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Crib_Basket.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,2.9615,0,126,126,163,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Toy_Slide.jpg,,,,,,,,,,,,,,,,,,,,,,,,,4,2.6326,0,127,127,241,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/TrapAnimal.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,1.6106,0,128,128,242,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Van.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,1.4269,0,129,129,249,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Telephone_Dial.jpg,,,,,,,,,,,,,,,,,,,,,,,,,2,1.6225,0,130,130,33,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Buffalo.jpg,,,,,,,,,,,,,,,,,,,,,,,,,6,1.4577,0,131,131,0,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Leaf_Green.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,3.9017,0,132,132,188,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/House_Rural.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,1.5319,0,133,133,69,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Handbag.jpg,,,,,,,,,,,,,,,,,,,,,,,,,5,2.282,0,134,134,92,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Hook_Double.jpg,,,,,,,,,,,,,,,,,,,,,,,,,4,2.8265,0,135,135,179,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Chair_Office.jpg,,,,,,,,,,,,,,,,,,,,,,,,,6,2.9476,0,136,136,12,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Card_QueenSpade.jpg,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0838,0,137,137,153,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Egg_Cup.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,1.972,0,138,138,168,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Hose_Garden.jpg,,,,,,,,,,,,,,,,,,,,,,,,,3,1.4735,0,139,139,102,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Lens_Camera.jpg,,,,,,,,,,,,,,,,,,,,,,,,,6,1.2228,0,140,140,113,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Swan.jpg,,,,,,,,,,,,,,,,,,,,,,,,,5,1.8001,0,141,141,225,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Snorkle.jpg,,,,,,,,,,,,,,,,,,,,,,,,,6,2.1802,0,142,142,7,1,Old,Encoding,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Boot_Rain.jpg,,,,,,,,,,,,,,,,,,,,,,,,,6,0.969,0,143,143,136,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/TailLight.jpg,,,,,,,,,,,,,,,,,,,,,,,,,2,3.3681,0,144,144,227,1,New,Retrieval,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Briefcase_Silver.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1,3.638,0,145,145,144,1,New,Retrieval,,
